Name,Address,Rating [1-5],Price Level [1-4],Latitude,Longitude
Indian restauran monasta,"Kingston, NY 12401",0,N/A,41.9270693,-73.99730650000001
New China one,"71 Center St, Ellenville, NY 12428",3.1,N/A,41.7166143,-74.39534200000001
Ellenville Country Club Grill,"38 Nevele Rd, Ellenville, NY 12428",4.1,N/A,41.7095508,-74.40273909999999
Zacs food restaurant,"3 Kossar Pl, Ellenville, NY 12428",0,N/A,41.7103214,-74.3886636
Gaby's Cafe,"141 Canal St, Ellenville, NY 12428",4.5,2,41.7162008,-74.39290129999999
Tony And Nick's Italian Kitchen,"162 Canal St, Ellenville, NY 12428",4.4,2,41.71635149999999,-74.39223
Arianna's,"2 Market St, Ellenville, NY 12428",4.3,1,41.71652479999999,-74.3932479
Dominican latin restaurant,"54 N Main St, Ellenville, NY 12428",4.6,N/A,41.7201681,-74.39271819999999
Maine Black Bear Seafood Co,"NY-28, Arkville, NY 12406",4.5,2,42.1467455,-74.62266559999999
Albergo Allegria Hotel & Breakfast Restaurant,"43 NY-296, Windham, NY 12496",4.9,N/A,42.3058201,-74.23036909999999
Van Winkles,"62 Liftside Dr, Hunter, NY 12442",4.3,N/A,42.20460740000001,-74.2162171
Prospect,"13 Scribner Hollow Rd, Hunter, NY 12442",4.3,N/A,42.203389,-74.19676319999999
Mirabellas,"123 Partition St, Saugerties, NY 12477",4.4,2,42.0766652,-73.9517103
In the Sticks,"376 W Saugerties Rd, Saugerties, NY 12477",4.6,2,42.1109559,-74.04572259999999
Stella's Station,"150 Partition St, Saugerties, NY 12477",4.4,2,42.0760725,-73.9517363
Hunter Tavern,"7433 Main St, Hunter, NY 12442",4.5,N/A,42.20201,-74.1974339
The Notch,"Colonial Country Club, 55 Allen Ln, Tannersville, NY 12485",5,N/A,42.19239320000001,-74.14577550000001
Scottie's Good Food,"6Q29+8X, Hunter, NY 12492",5,N/A,42.2007566,-74.230042
Jagerberg Beer Hall and Tavern,"7722 Main St, Hunter, NY 12442",4.6,2,42.2074291,-74.2061243
Hash,"3928 Main St, Stone Ridge, NY 12484",4.6,2,41.8417211,-74.15199260000001
Momiji Sushi & Grill,"3649 Main St, Stone Ridge, NY 12484",4.6,2,41.8499393,-74.1417481
Asia,"3407 Cooper St, Stone Ridge, NY 12484",4.6,2,41.8500518,-74.1424979
Ming Moon,"3855 Main St, Stone Ridge, NY 12484",3.8,N/A,41.844175,-74.1476825
Benny's Pizzeria,"3835 US-209, Stone Ridge, NY 12484",4.4,2,41.8447796,-74.147803
Lydia's Cafe,"7 Old US Hwy 209, Stone Ridge, NY 12484",4.6,N/A,41.8306467,-74.17655979999999
Blackboard Bistro,"SUNY ULSTER, 491 Cottekill Rd, Stone Ridge, NY 12484",4.8,N/A,41.8508952,-74.1312548
The Spy Social Eatery and Bar,"155 Main St, High Falls, NY 12440",4.4,2,41.8279445,-74.13143450000001
Upstate Taco,"4293 US-209, Stone Ridge, NY 12484",4.3,N/A,41.8301236,-74.1739092
The Egg's Nest,"1300 NY-213, High Falls, NY 12440",4.5,2,41.8270967,-74.126522
McGillicuddy's,"84 Main St, New Paltz, NY 12561",4.3,2,41.7478495,-74.08540769999999
American Bounty Restaurant,"1946 Campus Dr, Hyde Park, NY 12538",4.6,2,41.7455155,-73.9328702
The Parish,"10 Main St #327, New Paltz, NY 12561",4.4,2,41.7461183,-74.08950109999999
B-Side Grill,"62 Main St, New Paltz, NY 12561",4.5,1,41.747711,-74.08613199999999
North End Dining,"Poughkeepsie, NY 12601",4.2,N/A,41.7261744,-73.933737
New Nelly's Restaurant II,"235 Main St, New Paltz, NY 12561",4.2,N/A,41.7447261,-74.0741491
Garvan's Gastropub,"215 Huguenot St, New Paltz, NY 12561",4.8,3,41.7649972,-74.0842826
Runa Bistro,"10 Plattekill Ave, New Paltz, NY 12561",4.8,N/A,41.74729809999999,-74.0845291
El Guacamole,"4290 Albany Post Rd, Hyde Park, NY 12538",4.4,2,41.7844018,-73.9328262
A Tavola Trattoria,"46 Main St, New Paltz, NY 12561",4.6,3,41.7472994,-74.0870401
Lola's Cafe,"49 Main St, New Paltz, NY 12561",4.5,2,41.7478117,-74.086755
Main Street Bistro,"59 Main St, New Paltz, NY 12561",4.6,1,41.747919,-74.086364
Zaytune Mediterranean Cafe,"53 Main St, New Paltz, NY 12561",4.3,N/A,41.7477995,-74.086471
RUBIROSA CUCINA & BAR,"5 New Paltz Plaza, New Paltz, NY 12561",4.8,N/A,41.7433693,-74.0691855
Antonella's Restaurant,"4246 Albany Post Rd #1700, Hyde Park, NY 12538",4.2,2,41.781412,-73.930987
"Bacchus Restaurant, Brewery & Billiards","4 S Chestnut St, New Paltz, NY 12561",4.2,2,41.747128,-74.086675
Pasquale's,"248 Main St, New Paltz, NY 12561",4.3,2,41.742862,-74.0707841
Bento Sushi,"295 NY-375, West Hurley, NY 12491",5,N/A,42.005448,-74.1050307
The Dale,"4 Old Post Hill Rd, Mountain Dale, NY 12763",4.8,N/A,41.6894539,-74.5312079
That sushi spot woodridge,"14 Green Ave, Woodridge, NY 12789",3,N/A,41.7101879,-74.5724161
Eatery 52,"7257 NY-52, Greenfield Park, NY 12435",0,N/A,41.732958,-74.51767699999999
Blue Devil Dairy Bar & Grill,"138 S Main St, Ellenville, NY 12428",4.3,N/A,41.7148467,-74.39706679999999
Seudah'nyu Shabbos meals,"5092 Main St, South Fallsburg, NY 12779",5,N/A,41.7029903,-74.63459929999999
Main St Pizza,"5202 Main St, South Fallsburg, NY 12779",4.7,2,41.7079246,-74.6307375
Sook House Restaurant,"72 Center St, Ellenville, NY 12428",4.5,2,41.7165938,-74.3946768
Ming Moon,"5202 Main St, South Fallsburg, NY 12779",3.9,1,41.7081481,-74.6303891
Loca Pannini Pizza I,"5108 NY-42, South Fallsburg, NY 12779",4.1,N/A,41.704081,-74.6345298
Food Shack,"37126 NY-10, Hamden, NY 13782",4,N/A,42.2078532,-74.9811421
Hamden Inn,"35769 NY-10, Hamden, NY 13782",4.8,2,42.1915139,-74.9942786
JUMBO JUMBO,"3 Main St Unit 50, Delhi, NY 13753",3.9,2,42.2664132,-74.9223918
Eian's Outback Shack,"514 Ed Wright Rd, Delancey, NY 13752",0,N/A,42.1934238,-74.8980588
EIGHTYMain,"80 Main St, Delhi, NY 13753",5,N/A,42.2765054,-74.9182474
Delhi Diner,"95 Main St, Delhi, NY 13753",4.4,1,42.2769402,-74.9170754
Tuna III,"82 Main St, Delhi, NY 13753",4.4,2,42.276558,-74.9181862
McDonald's,"3 Main St, Delhi, NY 13753",3.6,1,42.2675043,-74.9221981
Delhi Pizza Company,"83 Main St, Delhi, NY 13753",4.1,1,42.2765999,-74.91752989999999
Catskill Momos,"191 Main St, Delhi, NY 13753",4.7,N/A,42.2812772,-74.9105783
Blue Bee Cafe,"114 Main St, Delhi, NY 13753",4.7,2,42.2773003,-74.9172356
PICCS Pub,"66 Main St, Delhi, NY 13753",4.3,1,42.2758378,-74.91921219999999
Downsville Diner,"15185 NY-30, Downsville, NY 13755",4.3,N/A,42.0793263,-74.9940226
Brushland Eating House,"1927 County Hwy 6, Bovina Center, NY 13740",4.7,2,42.2622347,-74.7840167
Hollow,"84 Main Street Storefront #3, Delhi, NY 13753",4.8,N/A,42.2767549,-74.91811369999999
The Old Schoolhouse Inn & Restaurant,"28218 NY-206, Downsville, NY 13755",4.4,N/A,42.0827985,-74.9974477
Subway,"54 Elm St, Delhi, NY 13753",3.8,1,42.275468,-74.91753709999999
Rosalino's,"85 Main St, Andes, NY 13731",4.8,N/A,42.1897347,-74.7844958
The Table at Wiltwyck,"404 Steward Ln, Kingston, NY 12401",5,N/A,41.915238,-74.040725
Creekside Bar & Bistro,"1128 NY-32, Rosendale, NY 12472",4.6,N/A,41.8469039,-74.0743538
Soy,"419 Main St, Rosendale, NY 12472",4.7,N/A,41.8439565,-74.0827377
Darlings,"838 NY-32, Tillson, NY 12486",4.5,N/A,41.8290249,-74.0690918
Truss and Trestle,"1157 NY-32, Rosendale, NY 12472",4.6,N/A,41.8497528,-74.0754864
Chinese Gourmet Kitchen,"1157 NY-32, Rosendale, NY 12472",4.5,1,41.8497645,-74.0755874
Black-Eyed Suzie's Upstate,"14 Hurley Ave, Kingston, NY 12401",4.8,N/A,41.9359052,-74.025772
Moonburger,"5 Powells Ln, Kingston, NY 12401",4.4,2,41.9410956,-74.02661669999999
Maggie Mae's,"215 Huguenot St, New Paltz, NY 12561",4.4,N/A,41.7658004,-74.0842502
High Falls Cafe,"2842 US-209, Kingston, NY 12401",4.4,1,41.884735,-74.1117972
Ollie's Pizza,"4 Bruceville Rd, High Falls, NY 12440",4.6,N/A,41.826949,-74.1256846
Catskill Mountain Pizza Co,"51 Mill Hill Rd, Woodstock, NY 12498",4.2,1,42.03982449999999,-74.1153143
Hurley Mountain Inn,"106 Old Rte 209, Hurley, NY 12443",4.4,2,41.9264511,-74.0675314
Peking,"7740 Main St, Hunter, NY 12442",3.6,N/A,42.2080566,-74.2078925
La Casa Latina Mexican and Latin Restaurant,"1 Brandow Alley, Catskill, NY 12414",4.3,N/A,42.2204432,-73.8667727
Creekside,"160 W Main St, Catskill, NY 12414",4.3,2,42.2140423,-73.86681279999999
Ambrosia Diner,"321 W Bridge St, Catskill, NY 12414",4.2,1,42.2139513,-73.8863946
Wasana's,"336 Main St #1425, Catskill, NY 12414",4.3,2,42.2178452,-73.8648231
Miss Lucy's Kitchen,"90 Partition St, Saugerties, NY 12477",4.6,2,42.0772353,-73.9522805
Annarella Ristorante,"276 Malden Turnpike, Saugerties, NY 12477",4.7,2,42.1084298,-73.9531341
SABROSO MEXICAN RESTAURANT,"7909 Albany Post Rd, Red Hook, NY 12571",4.5,2,42.0158526,-73.85311779999999
Main Street,"244 Main St, Saugerties, NY 12477",4.5,2,42.0774885,-73.9531022
The Kitchen at Salt & Fire,"124 Partition St, Saugerties, NY 12477",4.4,N/A,42.07654309999999,-73.9519598
Zicatela's Bar and Restaurant,"395 NY-212, Saugerties, NY 12477",4.3,2,42.0832541,-73.9751527
Love Bites Cafe,"69 Partition St, Saugerties, NY 12477",4.6,2,42.077613,-73.9522064
Gaskins,"2 Church Ave, Germantown, NY 12526",4.6,2,42.1322825,-73.8806176
Abby's Restaurant & Bar,"2762 NY-32, Saugerties, NY 12477",3.4,N/A,42.08706979999999,-73.9733055
Rojo Tapas and Wine,"76 Broadway, Tivoli, NY 12583",4.9,N/A,42.0588845,-73.9105895
El Rancho,"2904 NY-32, Saugerties, NY 12477",4.1,2,42.09637499999999,-73.971391
Rock Da Casbah,"216 Main St, Saugerties, NY 12477",4.5,2,42.0776611,-73.95249989999999
The Avenue Steakhouse,"147 Ulster Ave, Saugerties, NY 12477",4.7,N/A,42.080986,-73.96063989999999
The Tavern at Diamond Mills is now BLACKBARN Hudson Valley,"25 S Partition St, Saugerties, NY 12477",4.3,3,42.0728108,-73.9501638
Buns Burgers,"338 NY-212, Saugerties, NY 12477",4.6,2,42.08388550000001,-73.9695237
Applebee's Grill + Bar,"1171 Ulster Ave, Kingston, NY 12401",3.7,2,41.96439669999999,-73.9902937
Antonio's Pizzeria,"1030 Bridge Plz # 2, Rosendale, NY 12472",4.6,1,41.8470412,-74.0742336
McDonald's,"47 N Main St, Ellenville, NY 12428",3.6,1,41.7211357,-74.3926876
Marcus Guiliano,"165 Canal St, Ellenville, NY 12428",5,N/A,41.7160455,-74.3922868
Il Paradiso Pizza & Restaurant,"110 Shoprite Blvd, Ellenville, NY 12428",4.2,2,41.73057650000001,-74.38090079999999
Dana's Place,"103 Main St, Andes, NY 13731",4.9,N/A,42.1900191,-74.7843235
The Shamrock House,"2388 NY-145, East Durham, NY 12423",4.6,N/A,42.3711252,-74.0907701
Kips Tavern,"1 Shatzell Ave, Rhinecliff, NY 12574",4.8,N/A,41.91992380000001,-73.95212
Coppola's,"4167 Albany Post Rd, Hyde Park, NY 12538",4.1,2,41.775706,-73.931276
La Catrina,"Parking lot, 4076 Albany Post Rd, Hyde Park, NY 12538",4.2,N/A,41.7692372,-73.92954170000002
Santa Fe,"1802 NY-28, Woodstock, NY 12498",4.4,2,42.0026684,-74.1269318
Pomodoro's Italian Eatery,"90 Catskill Cmns, Catskill, NY 12414",4.3,2,42.2119133,-73.87968839999999
Village Pizza II,"416 Main St, Catskill, NY 12414",4.4,2,42.22028960000001,-73.86575979999999
Huckleberry,"21 Church St, New Paltz, NY 12561",4.4,2,41.7488238,-74.0860596
Palace Diner,"194 Washington St, Poughkeepsie, NY 12601",4.1,2,41.7157218,-73.9297083
Essie's Restaurant,"14 Mt Carmel Pl, Poughkeepsie, NY 12601",4.6,2,41.7094427,-73.935343
River Station,"1 N Water St, Poughkeepsie, NY 12601",4.2,2,41.7057058,-73.9392555
Milanese Italian Restaurant,"115 Main St, Poughkeepsie, NY 12601",4.4,2,41.7056516,-73.9346872
Cosimo's,"120 Delafield St, Poughkeepsie, NY 12601",4.5,2,41.7157682,-73.9334913
Danny's Restaurant,"109 Main St, Poughkeepsie, NY 12601",4.1,1,41.7056633,-73.93494220000001
Guelaguezta Restaurant,"123 Parker Ave, Poughkeepsie, NY 12601",4,N/A,41.7141293,-73.9200879
Aloy's,"157 Garden St, Poughkeepsie, NY 12601",4.5,2,41.7109472,-73.923323
Hapag Bistro,"58 Vineyard Ave, Highland, NY 12528",4.9,N/A,41.7193267,-73.9635833
Lola's Cafe,"131 Washington St, Poughkeepsie, NY 12601",4.7,2,41.7111093,-73.9295004
Restaurant At Apple Greens,"161 South St, Highland, NY 12528",4.3,N/A,41.7197946,-74.0491858
Vigneto Cafe,"80 Vineyard Ave, Highland, NY 12528",4.5,2,41.7188722,-73.964429
Guelaguetza Grill,"123 Parker Ave, Poughkeepsie, NY 12601",4,N/A,41.7140947,-73.92015169999999
The Bar on West & Main,"18 W Rd, Pleasant Valley, NY 12569",4.6,N/A,41.7450328,-73.8275531
Publick House,"5, Maggiacomo Ln, Pleasant Valley, NY 12569",4.4,2,41.7432876,-73.8242132
The Roadhouse - Budweiser,"1631 Main St, Pleasant Valley, NY 12569",4.5,1,41.7451833,-73.8220099
SHORTHillS Restaurant & Diner,"2517 US-44, Salt Point, NY 12578",4.3,2,41.7829437,-73.7570953
Cafe Les Baux,"152 Church St, Millbrook, NY 12545",4.6,2,41.7856725,-73.69390039999999
Barbaro,"3279 Franklin Ave, Millbrook, NY 12545",4.3,N/A,41.78538229999999,-73.6941337
Millbrook Cafe,"3288 Franklin Ave, Millbrook, NY 12545",4.7,N/A,41.7851362,-73.6934632
Pomodoro Pizza Cafe,"3 Maggiacomo Ln, Pleasant Valley, NY 12569",5,N/A,41.74356179999999,-73.8236132
La Puerta Azul,"2510 US-44, Millbrook, NY 12545",4.3,2,41.7821806,-73.7565635
Fireside Barbecue & Grill,"1920 Salt Point Turnpike, Salt Point, NY 12578",4.5,2,41.8074305,-73.7931734
Charlotte's,"4258 US-44, Millbrook, NY 12545",4.6,3,41.821259,-73.623699
Canoe Hill,"3264 Franklin Ave, Millbrook, NY 12545",4.4,N/A,41.784881,-73.695199
Millbrook Diner,"3266 Franklin Ave, Millbrook, NY 12545",4.4,2,41.7849709,-73.6950713
Beijing Chef,"17 North Ave, Pleasant Valley, NY 12569",3.7,N/A,41.745813,-73.8252725
The Village Pancake Factory,"1540 Main St, Pleasant Valley, NY 12569",4.3,1,41.7421417,-73.82934569999999
Coyote Flaco,"6063 NY-82, Stanfordville, NY 12581",4.4,2,41.8705562,-73.70553389999999
Hunt&Harvest Provisions,"18 Washington Ave, Millbrook, NY 12545",0,N/A,41.7838933,-73.6946481
Four Brothers Pizza Inn,"1890 US-44, Pleasant Valley, NY 12569",4.3,2,41.7519256,-73.79891649999999
Bhutani LLC,"17 North Ave, Pleasant Valley, NY 12569",0,N/A,41.7458897,-73.8253692
Tokyo Tavern,"1616 Main St, Pleasant Valley, NY 12569",4.6,2,41.7443352,-73.82311589999999
Champetre,"2938 Church St, Pine Plains, NY 12567",4.9,N/A,41.979837,-73.65752239999999
Pond Restaurant,"711 Co Rd 3, Ancramdale, NY 12503",4.6,2,42.0580495,-73.566879
El Guacamole,"7795-7797 S Main St, Pine Plains, NY 12567",4.2,2,41.9789897,-73.65642869999999
West Taghkanic Diner,"1016 NY-82, Ancram, NY 12502",4.2,1,42.1195294,-73.7173729
Tower Pizza,"2947 Church St, Pine Plains, NY 12567",4.3,2,41.9799971,-73.6571709
Stissing House,"7801 S Main St, Pine Plains, NY 12567",4.4,3,41.9795155,-73.6564788
North Star,"7519 NY-22, Copake, NY 12516",4.8,N/A,42.081906,-73.5441828
Rosey's,"2987 Church St, Pine Plains, NY 12567",4.9,N/A,41.9796635,-73.6554697
Dad's Copake Diner,"178 County Rte 7A, Copake, NY 12516",4.5,1,42.1039336,-73.5489723
Spud Shack,"2953 Church St, Pine Plains, NY 12567",4.7,1,41.9799426,-73.6569145
Lia's Mountain View Restaurant,"7685 NY-82, Pine Plains, NY 12567",4.4,2,41.9708833,-73.6566971
The Greens at Copake Country Club,"44 Golf Course Rd, Craryville, NY 12521",4.7,N/A,42.15259959999999,-73.6028955
Clock Tower Pub & Grill,"1682 County, County Rd 7, Copake, NY 12516",4.2,2,42.1034104,-73.5498053
JoJo's Pizzeria,"1015 NY-82, Ancram, NY 12502",4.5,2,42.1201208,-73.7171226
Church Street Deli & Pizza,"1677 County Rte 7A, Copake, NY 12516",4.5,1,42.1038175,-73.5502662
Taconic Wayside Inn,"108 NY-344, Copake Falls, NY 12517",4.4,2,42.1200797,-73.5245163
Hillsdale House,"2634 NY-23, Hillsdale, NY 12529",4.5,N/A,42.1788727,-73.52534229999999
Back Bar Beer Garden & The Cabin,"2947 Church St, Pine Plains, NY 12567",5,N/A,41.9800104,-73.65723349999999
52 Main,"52 Main St, Millerton, NY 12546",4.3,2,41.9535892,-73.509678
The Millerton Inn Restaurant and Hotel,"53 Main St, Millerton, NY 12546",4.6,N/A,41.9541445,-73.50908439999999
Taro's,"18 Main St, Millerton, NY 12546",4.5,2,41.9532906,-73.51122
Oakhurst Diner,"19 Main St, Millerton, NY 12546",4.4,1,41.9535418,-73.5111689
The Moose On The Loose,"7711 S Main St, Pine Plains, NY 12567",4.4,1,41.9727994,-73.6557217
Avocado Cafe,"208 US-44, Millerton, NY 12546",4.3,N/A,41.9519992,-73.4941776
Prutting + Compa,"Millerton, NY 12546",0,N/A,41.9530639,-73.5125309
Landmark Grill,"1520 State Rte 55, Lagrangeville, NY 12540",4.2,2,41.6699292,-73.7626329
Jason Patricks on 44,"1112 US-44, Poughkeepsie, NY 12603",4.4,N/A,41.7174978,-73.8540648
Athena Gyro,"1167 State Rte 55, Lagrangeville, NY 12540",4.7,2,41.6710953,-73.7957476
Casa Amigos Mexican Kitchen & Cantina,"1516 State Rte 55, Lagrangeville, NY 12540",4.8,N/A,41.6702477,-73.7623948
Daily Planet Diner,"1202 State Rte 55, Lagrangeville, NY 12540",4.3,2,41.6697713,-73.7926994
Delilicious Cafe Inc,"1040 Dutchess Turnpike, Poughkeepsie, NY 12603",4.7,1,41.71556,-73.8595545
Salsa Fresca Mexican Grill,"1110 State Rte 55, Lagrangeville, NY 12540",3.9,1,41.6713679,-73.8008399
Mexicanisimo Bar & Gril,"404 Manchester Rd, Poughkeepsie, NY 12603",4.2,N/A,41.68268140000001,-73.8620452
Poughkeepsie Steakhouse,"11 Vassar Rd, Poughkeepsie, NY 12603",4.2,2,41.6546133,-73.8744038
Thailicious,"30-32 Vassar Rd, Poughkeepsie, NY 12603",4.4,2,41.6535637,-73.87505399999999
J. Dominick's Trattoria,"779 Dutchess Turnpike, Poughkeepsie, NY 12603",4.1,2,41.7014301,-73.8738788
Casa Vallarta,"1820 NY-376, Poughkeepsie, NY 12603",4.6,N/A,41.64076710000001,-73.8740723
All City Grill,"1643 NY-82, Lagrangeville, NY 12540",4.2,1,41.6302595,-73.772025
Adams Cafe,"765 Dutchess Turnpike, Poughkeepsie, NY 12603",4.6,N/A,41.7001701,-73.87835749999999
The Station Grille,"2578 State Rte 55, Beekman, NY 12570",4.1,N/A,41.623331,-73.68581879999999
Goodfellas Pizzeria & Restaurant,"47 Vassar Rd, Poughkeepsie, NY 12603",4.2,1,41.6519317,-73.8745515
Pandan Bistro,"46 Vassar Rd, Poughkeepsie, NY 12603",4.9,N/A,41.6523839,-73.87585779999999
Brother's Trattoria,"2540 State Rte 55, Poughquag, NY 12570",4.5,2,41.6248969,-73.68842409999999
P.C.'s Paddock,"273 Titusville Rd, Poughkeepsie, NY 12603",4.3,2,41.6592351,-73.85205239999999
AJ Cafe,"2555-2557 South Ave, Wappingers Falls, NY 12590",4.5,1,41.5922408,-73.9203035
Orange Hill Restaurant,"82 NY-17K, Newburgh, NY 12550",4.7,N/A,41.5053995,-74.07099819999999
North Plank Road Tavern,"30 Plank Rd, Newburgh, NY 12550",4.7,N/A,41.5178828,-74.0187649
Oda Restaurant,"1099 US-9, Fishkill, NY 12524",4.9,N/A,41.56349,-73.9052471
Double O Grill,"1536 US-9, Wappingers Falls, NY 12590",4.3,2,41.5940858,-73.9092527
Cafe Maya,"2776 W Main St, Wappingers Falls, NY 12590",4.5,2,41.6063947,-73.9208105
Farm to Table Bistro,"1083 US-9, Fishkill, NY 12524",4,2,41.5621719,-73.9047528
God's Grace Restaurant,"238 Broadway, Newburgh, NY 12550",4.3,N/A,41.5006966,-74.0182865
Primos diner & restaurant,"410 Broadway, Newburgh, NY 12550",4.2,N/A,41.5012924,-74.02644049999999
Anna's Restaurant,"491 Broadway, Newburgh, NY 12550",4.5,1,41.5009972,-74.03048609999999
Bella Italia Restaurant,"1605 US-9, Wappingers Falls, NY 12590",4.4,2,41.5985482,-73.9117158
Iron & Grass,"3521 US-9, Hudson, NY 12534",4.3,N/A,42.1843892,-73.7640563
Cider Bros Roadhouse,"1215 NY-199, Red Hook, NY 12571",4.2,2,41.9572675,-73.7816326
Julien's Curbside Kitchen,"5 Washington Ave, Millbrook, NY 12545",4.5,N/A,41.7841601,-73.6952591
China Tokyo,"3292 Franklin Ave, Millbrook, NY 12545",3.7,N/A,41.7851461,-73.6933691
Le Petit Bistro,"2-8 E Market St, Rhinebeck, NY 12572",4.4,3,41.9268035,-73.91239929999999
CJ's Italian Restaurant,"353 Old Post Rd, Rhinebeck, NY 12572",4.2,2,41.958711,-73.89611900000001
Jade Palace,"6797 US-9, Rhinebeck, NY 12572",4,2,41.95198320000001,-73.89853049999999
Babette's Kitchen,"3293 Franklin Ave, Millbrook, NY 12545",4.6,2,41.7854553,-73.6931627
Nu-Cavu,"857 Plains Rd, Wallkill, NY 12589",4.4,2,41.6227604,-74.1413116
Shadows on the Hudson,"176 Rinaldi Blvd, Poughkeepsie, NY 12601",4.3,2,41.6978676,-73.939752
Tony's Italian Restaurant,"1191 Rte 9W, Marlboro, NY 12542",4.7,N/A,41.5993848,-73.9739626
Pomodoro,"6 Haviland Rd, Highland, NY 12528",4.5,1,41.71064,-73.96266829999999
Cafe Mio,"2356 US-44, Gardiner, NY 12525",4.7,2,41.6790722,-74.15041719999999
Coppola's La Fantasia,"3581 Rte 9W, Highland, NY 12528",4.4,2,41.7130105,-73.9643631
Bert's Inn,"4221 County Rd 7, Craryville, NY 12521",4.6,N/A,42.1742096,-73.5828492
Sweet Peas Country Diner,"9276 NY-22, Hillsdale, NY 12529",4.4,N/A,42.17943409999999,-73.52102169999999
Four Brothers Pizza Inn,"2828 NY-23, Hillsdale, NY 12529",4.3,2,42.1816809,-73.5104352
Tommy B's Slice Shop,"1817 NY-23, Craryville, NY 12521",5,N/A,42.1755904,-73.5800015
Old Mill,"53 Main St, Egremont, MA 01230",4.8,3,42.1605404,-73.416986
Martindale Chief Diner,"1000 New York 23 Exit (88)on the, Taconic State Parkway, Craryville, NY 12521",4.4,1,42.2078157,-73.63459139999999
Mom's Country Cafe,"65 Main St, South Egremont, MA 01258",4.5,2,42.1603692,-73.418948
Little Cat Lodge,"37 Catamount Rd, Hillsdale, NY 12529",4.7,N/A,42.1717711,-73.4774291
Roe Jan Brewing Co.,"32 Anthony St, Hillsdale, NY 12529",4.6,2,42.1775206,-73.5256701
Lafiesta Tex-Mex Restaurant,"284 Main St, Great Barrington, MA 01230",4.4,N/A,42.1948053,-73.3622642
Fish & Chikzz Restaurant,"238 Broadway, Newburgh, NY 12550",4.3,2,41.5007155,-74.0182541
El Valle De Anais Restaurant,"444 Broadway, Newburgh, NY 12550",4.5,N/A,41.5014462,-74.0277435
Don Fernando's,"362 Broadway, Newburgh, NY 12550",4.1,2,41.5011992,-74.02418820000001
Chilito's Restaurant,"1401 NY-300, Newburgh, NY 12550",4.3,2,41.5182412,-74.07110360000001
Burger King,"Fairview Ave, Hudson, NY 12534",3.8,1,42.254784,-73.7669653
Quinnie's New York,"834 NY-66, Hudson, NY 12534",4.7,N/A,42.2740631,-73.72271719999999
Serevan Restaurant,"6 Autumn Ln, Amenia, NY 12501",4.4,N/A,41.8452761,-73.5662193
